airport,airport country,airline,Country of Origin
Muscat International Airport (MCT),Oman,Air India,India
Muscat International Airport (MCT),Oman,AirBaltic,Latvia
Muscat International Airport (MCT),Oman,Austrian Airlines,Austria
Muscat International Airport (MCT),Oman,British Airways,United Kingdom
Muscat International Airport (MCT),Oman,China Southern Airlines,China
Muscat International Airport (MCT),Oman,EgyptAir,Egypt
Muscat International Airport (MCT),Oman,Emirates,United Arab Emirates
Muscat International Airport (MCT),Oman,Ethiopian Airlines,Ethiopia
Muscat International Airport (MCT),Oman,Etihad,United Arab Emirates
Muscat International Airport (MCT),Oman,Eurowings,Germany
Muscat International Airport (MCT),Oman,Flydubai,United Arab Emirates
Muscat International Airport (MCT),Oman,Gulf Air,Bahrain
Muscat International Airport (MCT),Oman,KLM,Netherlands
Muscat International Airport (MCT),Oman,Kuwait Airways,Kuwait
Muscat International Airport (MCT),Oman,LOT Polish Airlines,Poland
Muscat International Airport (MCT),Oman,Lufthansa,Germany
Muscat International Airport (MCT),Oman,Pegasus Airlines,Turkey
Muscat International Airport (MCT),Oman,Qatar Airways,Qatar
Muscat International Airport (MCT),Oman,Royal Jordanian,Jordan
Muscat International Airport (MCT),Oman,Swiss,Switzerland
Muscat International Airport (MCT),Oman,Turkish Airlines,Turkey
Muscat International Airport (MCT),Oman,United Airlines,United States
Muscat International Airport (MCT),Oman,Wizz Air,Hungary
Jinnah International Airport (KHI),Pakistan,Air Arabia,United Arab Emirates
Jinnah International Airport (KHI),Pakistan,Air Canada,Canada
Jinnah International Airport (KHI),Pakistan,Air China,China
Jinnah International Airport (KHI),Pakistan,Air France,France
Jinnah International Airport (KHI),Pakistan,British Airways,United Kingdom
Jinnah International Airport (KHI),Pakistan,EgyptAir,Egypt
Jinnah International Airport (KHI),Pakistan,Emirates,United Arab Emirates
Jinnah International Airport (KHI),Pakistan,Ethiopian Airlines,Ethiopia
Jinnah International Airport (KHI),Pakistan,Etihad,United Arab Emirates
Jinnah International Airport (KHI),Pakistan,Flydubai,United Arab Emirates
Jinnah International Airport (KHI),Pakistan,Gulf Air,Bahrain
Jinnah International Airport (KHI),Pakistan,KLM,Netherlands
Jinnah International Airport (KHI),Pakistan,Kuwait Airways,Kuwait
Jinnah International Airport (KHI),Pakistan,Lufthansa,Germany
Jinnah International Airport (KHI),Pakistan,Pegasus Airlines,Turkey
Jinnah International Airport (KHI),Pakistan,Qatar Airways,Qatar
Jinnah International Airport (KHI),Pakistan,Royal Jordanian,Jordan
Jinnah International Airport (KHI),Pakistan,Saudia,Saudi Arabia
Jinnah International Airport (KHI),Pakistan,Turkish Airlines,Turkey
Jinnah International Airport (KHI),Pakistan,United Airlines,United States
Jinnah International Airport (KHI),Pakistan,flynas,Saudi Arabia
Palau International Airport (ROR),Palau,Korean Air,South Korea
Palau International Airport (ROR),Palau,Qatar Airways,Qatar
Palau International Airport (ROR),Palau,United Airlines,United States
Queen Alia International Airport (AMM),Palestine,Qatar Airways,Qatar
Tocumen International Airport (PTY),Panama,Air Canada,Canada
Tocumen International Airport (PTY),Panama,Air France,France
Tocumen International Airport (PTY),Panama,American Airlines,United States
Tocumen International Airport (PTY),Panama,British Airways,United Kingdom
Tocumen International Airport (PTY),Panama,Condor,Germany
Tocumen International Airport (PTY),Panama,Copa Airlines,Panama
Tocumen International Airport (PTY),Panama,Delta Air Lines,United States
Tocumen International Airport (PTY),Panama,Iberia,Spain
Tocumen International Airport (PTY),Panama,KLM,Netherlands
Tocumen International Airport (PTY),Panama,Lufthansa,Germany
Tocumen International Airport (PTY),Panama,Qatar Airways,Qatar
Tocumen International Airport (PTY),Panama,Turkish Airlines,Turkey
Tocumen International Airport (PTY),Panama,United Airlines,United States
Jacksons International Airport (POM),Papua New Guinea,KLM,Netherlands
Jacksons International Airport (POM),Papua New Guinea,Qatar Airways,Qatar
Silvio Pettirossi International Airport (ASU),Paraguay,American Airlines,United States
Silvio Pettirossi International Airport (ASU),Paraguay,British Airways,United Kingdom
Silvio Pettirossi International Airport (ASU),Paraguay,Copa Airlines,Panama
Silvio Pettirossi International Airport (ASU),Paraguay,Iberia,Spain
Silvio Pettirossi International Airport (ASU),Paraguay,KLM,Netherlands
Silvio Pettirossi International Airport (ASU),Paraguay,Lufthansa,Germany
Silvio Pettirossi International Airport (ASU),Paraguay,Qatar Airways,Qatar
Silvio Pettirossi International Airport (ASU),Paraguay,United Airlines,United States
Jorge Chávez International Airport (LIM),Peru,Air Canada,Canada
Jorge Chávez International Airport (LIM),Peru,Air France,France
Jorge Chávez International Airport (LIM),Peru,American Airlines,United States
Jorge Chávez International Airport (LIM),Peru,British Airways,United Kingdom
Jorge Chávez International Airport (LIM),Peru,Condor,Germany
Jorge Chávez International Airport (LIM),Peru,Copa Airlines,Panama
Jorge Chávez International Airport (LIM),Peru,Delta Air Lines,United States
Jorge Chávez International Airport (LIM),Peru,Iberia,Spain
Jorge Chávez International Airport (LIM),Peru,KLM,Netherlands
Jorge Chávez International Airport (LIM),Peru,Lufthansa,Germany
Jorge Chávez International Airport (LIM),Peru,Qatar Airways,Qatar
Jorge Chávez International Airport (LIM),Peru,United Airlines,United States
Ninoy Aquino International Airport (MNL),Philippines,Air Canada,Canada
Ninoy Aquino International Airport (MNL),Philippines,Air China,China
Ninoy Aquino International Airport (MNL),Philippines,Air France,France
Ninoy Aquino International Airport (MNL),Philippines,American Airlines,United States
Ninoy Aquino International Airport (MNL),Philippines,British Airways,United Kingdom
Ninoy Aquino International Airport (MNL),Philippines,Cathay,Hong Kong
Ninoy Aquino International Airport (MNL),Philippines,China Eastern Airlines,China
Ninoy Aquino International Airport (MNL),Philippines,China Southern Airlines,China
Ninoy Aquino International Airport (MNL),Philippines,Delta Air Lines,United States
Ninoy Aquino International Airport (MNL),Philippines,Emirates,United Arab Emirates
Ninoy Aquino International Airport (MNL),Philippines,Etihad,United Arab Emirates
Ninoy Aquino International Airport (MNL),Philippines,KLM,Netherlands
Ninoy Aquino International Airport (MNL),Philippines,Korean Air,South Korea
Ninoy Aquino International Airport (MNL),Philippines,Lufthansa,Germany
Ninoy Aquino International Airport (MNL),Philippines,Qatar Airways,Qatar
Ninoy Aquino International Airport (MNL),Philippines,Saudia,Saudi Arabia
Ninoy Aquino International Airport (MNL),Philippines,Singapore Airlines,Singapore
Ninoy Aquino International Airport (MNL),Philippines,Turkish Airlines,Turkey
Ninoy Aquino International Airport (MNL),Philippines,United Airlines,United States
Warsaw Chopin Airport (WAW),Poland,Aegean Airlines,Greece
Warsaw Chopin Airport (WAW),Poland,Air Canada,Canada
Warsaw Chopin Airport (WAW),Poland,Air France,France
Warsaw Chopin Airport (WAW),Poland,Air Serbia,Serbia
Warsaw Chopin Airport (WAW),Poland,AirBaltic,Latvia
Warsaw Chopin Airport (WAW),Poland,American Airlines,United States
Warsaw Chopin Airport (WAW),Poland,Austrian Airlines,Austria
Warsaw Chopin Airport (WAW),Poland,British Airways,United Kingdom
Warsaw Chopin Airport (WAW),Poland,Emirates,United Arab Emirates
Warsaw Chopin Airport (WAW),Poland,Ethiopian Airlines,Ethiopia
Warsaw Chopin Airport (WAW),Poland,Finnair,Finland
Warsaw Chopin Airport (WAW),Poland,KLM,Netherlands
Warsaw Chopin Airport (WAW),Poland,LOT Polish Airlines,Poland
Warsaw Chopin Airport (WAW),Poland,Lufthansa,Germany
Warsaw Chopin Airport (WAW),Poland,Luxair,Luxembourg
Warsaw Chopin Airport (WAW),Poland,Norwegian Air Shuttle,Norway
Warsaw Chopin Airport (WAW),Poland,Pegasus Airlines,Turkey
Warsaw Chopin Airport (WAW),Poland,Qatar Airways,Qatar
Warsaw Chopin Airport (WAW),Poland,Ryanair,Ireland
Warsaw Chopin Airport (WAW),Poland,Scandinavian Airlines,"Denmark, Norway, Sweden"
Warsaw Chopin Airport (WAW),Poland,SunExpress,Germany
Warsaw Chopin Airport (WAW),Poland,Swiss,Switzerland
Warsaw Chopin Airport (WAW),Poland,TAP Air Portugal,Portugal
Warsaw Chopin Airport (WAW),Poland,Transavia France,France
Warsaw Chopin Airport (WAW),Poland,Turkish Airlines,Turkey
Warsaw Chopin Airport (WAW),Poland,United Airlines,United States
Warsaw Chopin Airport (WAW),Poland,Wizz Air,Hungary
Lisbon Portela Airport (LIS),Portugal,Aegean Airlines,Greece
Lisbon Portela Airport (LIS),Portugal,Air Canada,Canada
Lisbon Portela Airport (LIS),Portugal,Air France,France
Lisbon Portela Airport (LIS),Portugal,AirBaltic,Latvia
Lisbon Portela Airport (LIS),Portugal,American Airlines,United States
Lisbon Portela Airport (LIS),Portugal,Austrian Airlines,Austria
Lisbon Portela Airport (LIS),Portugal,British Airways,United Kingdom
Lisbon Portela Airport (LIS),Portugal,Delta Air Lines,United States
Lisbon Portela Airport (LIS),Portugal,EasyJet,United Kingdom
Lisbon Portela Airport (LIS),Portugal,Emirates,United Arab Emirates
Lisbon Portela Airport (LIS),Portugal,Ethiopian Airlines,Ethiopia
Lisbon Portela Airport (LIS),Portugal,Eurowings,Germany
Lisbon Portela Airport (LIS),Portugal,Finnair,Finland
Lisbon Portela Airport (LIS),Portugal,Iberia,Spain
Lisbon Portela Airport (LIS),Portugal,KLM,Netherlands
Lisbon Portela Airport (LIS),Portugal,LOT Polish Airlines,Poland
Lisbon Portela Airport (LIS),Portugal,Lufthansa,Germany
Lisbon Portela Airport (LIS),Portugal,Luxair,Luxembourg
Lisbon Portela Airport (LIS),Portugal,Norwegian Air Shuttle,Norway
Lisbon Portela Airport (LIS),Portugal,Pegasus Airlines,Turkey
Lisbon Portela Airport (LIS),Portugal,Qatar Airways,Qatar
Lisbon Portela Airport (LIS),Portugal,Ryanair,Ireland
Lisbon Portela Airport (LIS),Portugal,Scandinavian Airlines,"Denmark, Norway, Sweden"
Lisbon Portela Airport (LIS),Portugal,SunExpress,Germany
Lisbon Portela Airport (LIS),Portugal,Swiss,Switzerland
Lisbon Portela Airport (LIS),Portugal,TAP Air Portugal,Portugal
Lisbon Portela Airport (LIS),Portugal,Transavia France,France
Lisbon Portela Airport (LIS),Portugal,Turkish Airlines,Turkey
Lisbon Portela Airport (LIS),Portugal,United Airlines,United States
Lisbon Portela Airport (LIS),Portugal,Wizz Air,Hungary
Luis Muñoz Marín International Airport (SJU),Puerto Rico,American Airlines,United States
Luis Muñoz Marín International Airport (SJU),Puerto Rico,Delta Air Lines,United States
Luis Muñoz Marín International Airport (SJU),Puerto Rico,Iberia,Spain
Luis Muñoz Marín International Airport (SJU),Puerto Rico,JetBlue,United States
Luis Muñoz Marín International Airport (SJU),Puerto Rico,United Airlines,United States
Punta Cana International Airport (PUJ),Punta Cana (Dominican Republic),Discover Airlines,Germany
Hamad International Airport (DOH),Qatar,Aegean Airlines,Greece
Hamad International Airport (DOH),Qatar,Air Canada,Canada
Hamad International Airport (DOH),Qatar,Air China,China
Hamad International Airport (DOH),Qatar,Air France,France
Hamad International Airport (DOH),Qatar,Air Serbia,Serbia
Hamad International Airport (DOH),Qatar,AirBaltic,Latvia
Hamad International Airport (DOH),Qatar,American Airlines,United States
Hamad International Airport (DOH),Qatar,Austrian Airlines,Austria
Hamad International Airport (DOH),Qatar,British Airways,United Kingdom
Hamad International Airport (DOH),Qatar,Delta Air Lines,United States
Hamad International Airport (DOH),Qatar,EgyptAir,Egypt
Hamad International Airport (DOH),Qatar,Emirates,United Arab Emirates
Hamad International Airport (DOH),Qatar,Ethiopian Airlines,Ethiopia
Hamad International Airport (DOH),Qatar,Etihad,United Arab Emirates
Hamad International Airport (DOH),Qatar,KLM,Netherlands
Hamad International Airport (DOH),Qatar,LOT Polish Airlines,Poland
Hamad International Airport (DOH),Qatar,Lufthansa,Germany
Hamad International Airport (DOH),Qatar,Pegasus Airlines,Turkey
Hamad International Airport (DOH),Qatar,Qatar Airways,Qatar
Hamad International Airport (DOH),Qatar,Saudia,Saudi Arabia
Hamad International Airport (DOH),Qatar,Swiss,Switzerland
Hamad International Airport (DOH),Qatar,TAP Air Portugal,Portugal
Hamad International Airport (DOH),Qatar,Turkish Airlines,Turkey
Hamad International Airport (DOH),Qatar,United Airlines,United States
Hamad International Airport (DOH),Qatar,Wizz Air,Hungary
Skopje International Airport (SKP),Republic of North Macedonia,Turkish Airlines,Turkey
Maya-Maya Airport (BZV),Republic of the Congo,Brussels Airlines,Belgium
